followers_per_followees,replies_to_tweets,tweets_with_url_to_total_tweets,number_of_replies,hastag_count_to_word_count_mean,hastag_count_to_word_count_median,hastag_count_to_word_count_min,hastag_count_to_word_count_max,url_count_to_word_count_mean,url_count_to_word_count_median,url_count_to_word_count_min,url_count_to_word_count_max,characters_per_tweet_mean,characters_per_tweet_median,characters_per_tweet_min,characters_per_tweet_max,time_between_posts_mean,time_between_posts_median,spammer
0.209302,0.333333,0.144444,30,0.0187,0,0,0.2,0.0145,0.09091,0,0.2,106.6667,111,24,150,160191.7753,77,yes
1.361111,0.203175,0.377778,64,0.0149,0,0,0.2778,0.0552,0.25,0,1,80.9905,47,10,155,70404.2006,44882,yes
0.567416,0.160494,0.382716,13,0.0244,0,0,0.25,0.048,0,0,0.5,83.037,43,22,156,118399.2875,42454,yes
0,0,1,0,0.0538,0,0,0.25,0.116,0.1,0.1,0.1429,79.6774,82,66,114,86236.6333,64,yes
0.375,0.471861,0.069264,109,0.0077,0,0,0.25,0.0126,0.04167,0,1,60.1212,140,5,150,49522.987,10132,yes
0.649123,0.195652,0.231884,54,0.0082,0,0,0.25,0.0237,0,0,0.3333,74.692,38,7,143,163708.7018,194994,yes
11.654485,0.332468,0.349351,256,0.0101,0,0,0.25,0.0259,0,0,0.3333,101.3961,138,10,153,45069.3251,2997,yes
1.009091,0.216216,0.310811,16,0.0122,0,0,0.125,0.036,0.05882,0,1,104.2568,115,20,152,150176.7397,4310,yes
1.193237,0.313533,0.022144,892,0.0105,0,0,0.8571,0.0031,0,0,1,69.4193,109,2,164,2741.7852,52,yes
0.75,0.285714,0.142857,2,0.0159,0,0,0.1111,0.0159,0,0,0.1111,54,23,23,98,361817.6667,234360,yes
1.247312,0.129326,0.023679,71,0.0016,0,0,0.25,0.0016,0,0,0.1429,85.5574,128,3,148,83011.969,11984,yes
0,0,1,0,0.0746,0,0,0.25,0.112,0.11111,0.0833,0.1429,82,78,70,99,88978.4333,64,yes
1.368421,0.277778,0.178571,70,0.0046,0,0,0.4,0.0216,0.14286,0,0.2,89.1151,73,6,146,77723.8685,256734,yes
1.523077,0.660377,0.117925,280,0.0015,0,0,0.2,0.0251,0,0,1,75.5377,27,6,140,22091.87,36,yes
0.126812,0,0.97479,0,0.0114,0,0,0.5,0.1518,0.06667,0,0.5,116.2269,106,27,140,115750.4661,6,yes
0.018519,0.072727,0.290909,4,0.0978,0.09091,0,1,0.0431,0,0,0.2,70.2909,56,22,148,1963.7778,82,yes
0.712381,0.629448,0.087117,1539,0.0011,0,0,0.25,0.0122,0,0,1,59.481,138,3,184,2324.6493,373,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,103,103,103,103,0,0,yes
1.422182,0.318564,0.1576,568,0.0037,0,0,0.5,0.0106,0,0,0.3333,114.4223,105,6,728,39610.0191,164,yes
0.91,0.147826,0.395652,34,0.0515,0.28571,0,0.3333,0.0485,0.14286,0,0.5,62.0652,56,12,161,63725.6332,713,yes
0,0,1,0,0.0903,0.125,0,0.125,0.126,0.125,0.1111,0.1429,84.5,80,76,102,842206.6667,67,yes
0.575269,0.287149,0.096386,143,0.009,0,0,0.25,0.0081,0.05556,0,0.1667,98.0984,110,24,193,17473.7606,80347,yes
1.029703,0.235727,0.246777,128,0.0054,0,0,0.1667,0.0186,0,0,0.2,103.1676,117,2,185,19130.8819,1759,yes
0.704545,0.25,0.012295,122,0.0049,0,0,0.5,0.0012,0,0,0.1429,58.7316,140,4,140,40031.846,12080,yes
0,0,1,0,0.0277,0,0,0.1538,0.0643,0.05556,0.0476,0.1,107.46,116,70,133,498.4898,426,yes
0.447776,0,0.815789,0,0.1805,0.46667,0,0.5385,0.0603,0.06667,0,0.1429,104.9737,128,33,140,177126.2973,851,yes
0.478261,0.321303,0.165493,365,0.0113,0,0,0.5,0.0269,0.2,0,1,66.8019,45,1,169,9579.4599,10542,yes
0.994569,0.314834,0.572149,1248,0.0133,0,0,0.4667,0.0601,0.05263,0,1,91.1393,138,11,165,5459.3184,2,yes
0.701031,0.634029,0.224719,395,0.0109,0,0,0.3333,0.0233,0,0,0.5,110.4125,64,12,164,41109.7814,32,yes
1.5,0.054054,0.210811,10,0.1344,0.125,0,0.5,0.0215,0,0,0.5,68.0486,46,22,144,49621.7663,47,yes
0.5,0.222222,0.666667,4,0.0406,0.25,0,0.25,0.0618,0.25,0,0.25,80.1111,57,12,140,422869.7059,580491,yes
1.190275,0.39618,0.214418,643,0.0082,0,0,0.2857,0.0165,0.05882,0,0.3333,94.5693,114,11,164,6772.2411,880,yes
0,0,1,0,0.0222,0,0,0.1111,0.1233,0.11111,0.0833,0.2,74.2,75,55,90,737170.25,65,yes
7.991525,0.343199,0.073421,603,0.001,0,0,0.1667,0.006,0,0,0.5,94.2527,103,5,164,18157.4203,67,yes
0.952885,0.457077,0.294664,197,0.0152,0,0,0.3333,0.0277,0,0,0.2857,96.1578,80,17,294,54689.907,20584,yes
1.181818,0.069565,0.278261,8,0.0036,0,0,0.2857,0.0294,0.16667,0,0.5,112.9739,53,31,158,51569.2018,136157,yes
1.155556,0.432361,0.137931,326,0.0074,0,0,0.2857,0.0108,0,0,0.5,115.2533,141,15,180,14212.757,595,yes
1.825976,0.402592,0.359104,1833,0.0134,0,0,0.75,0.0419,0,0,1,74.2989,1,1,372,3023.6483,7702,yes
0.534267,0.489409,0.550725,439,0.0244,0,0,0.4667,0.0726,0.1,0,0.6667,89.7035,68,1,212,85414.8281,329,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,103,103,103,103,0,0,yes
0.675774,0.056338,0.485915,8,0.0198,0,0,0.4545,0.0542,0,0,0.5,98.1056,51,14,154,160405.4255,9531,yes
0.337808,0,0.037975,0,0,0,0,0,0.0048,0,0,0.1667,69.481,120,12,141,35026.7949,14409,yes
0.7,0,0.914634,0,0,0,0,0,0.2005,0.16667,0,1,54.2683,50,19,106,134593.5432,172,yes
0,0,0.615,0,0.0518,0,0,0.9,0.0714,0.04348,0,1,98.1217,144,1,634,4479.7112,4,yes
1.365854,0.492558,0.037889,364,0.0037,0,0,0.25,0.0043,0,0,0.25,57.816,50,5,161,11236.2737,11105,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,103,103,103,103,0,0,yes
1.488095,0.268877,0.237569,292,0.0036,0,0,0.25,0.0233,0,0,1,96.302,106,4,155,73366.576,160,yes
0.764706,0.42921,0.061103,288,0.0039,0,0,0.5,0.0084,0,0,0.5,59.5768,42,4,147,24761.1194,7826,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,111,111,111,111,0,0,yes
1.320611,0.455899,0.114112,827,0.0047,0,0,1,0.0189,0,0,1,75.1025,86,4,176,15976.9382,279,yes
0.983193,0.443836,0.327397,324,0.0036,0,0,0.2,0.0448,0,0,0.25,76.3507,50,1,150,12718.0123,42123,yes
1.069498,0.55127,0.032926,1172,0.0191,0,0,0.5,0.0036,0,0,0.5,75.9572,134,5,193,6438.9868,44,yes
1.254902,0.1875,0.167969,48,0.0073,0.09091,0,0.1667,0.0248,0,0,0.3333,80.8594,67,4,686,39566.0078,1258,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,0,0,yes
0.719298,0.254369,0.574757,131,0,0,0,0,0.0767,0,0,0.5,89.3243,56,20,157,12883.1381,723,yes
0,0,1,0,0.0833,0,0,0.1667,0.1278,0.11111,0.1111,0.1667,84.4,78,77,111,638791,65,yes
0.315877,0.000474,0.999526,1,0.0383,0,0,0.75,0.0644,0.06667,0,0.5,124.9066,135,21,164,1149.7468,147,yes
2.494949,0.168103,0.211207,39,0.0016,0,0,0.1667,0.0277,0,0,1,100.6853,114,18,150,85278.5455,159442,yes
0.426901,0.12,0.56,6,0.0886,0.11111,0,0.3636,0.0507,0.11111,0,0.1667,98.42,55,34,150,26763.7755,73,yes
1.003425,0.433821,0.14439,1334,0.0097,0,0,0.1818,0.012,0.04762,0,0.2,104.5346,144,10,248,5206.8943,68,yes
1.034884,0.05,0.060811,37,0.0009,0,0,0.3333,0.0168,0.125,0,1,57.6851,74,6,140,35686.8024,52486,yes
0.416667,0.309677,0.090323,48,0.0406,0.05556,0,0.7692,0.0174,0,0,0.5,59.071,86,7,147,127934.539,140,yes
1.195833,0.629512,0.213376,593,0.0093,0,0,0.5,0.0201,0,0,0.5,87.0488,117,10,158,15333.4952,219,yes
0.237288,0,0.612903,0,0.0054,0.1,0,0.1,0.0544,0.1,0,0.1429,85.129,87,14,147,56696.7,44105,yes
0.936759,0,0.578581,0,0,0,0,0,0.0311,0.04348,0,0.2,130.2949,134,40,168,9992.3955,478,yes
1.256637,0.576645,0.105929,1595,0.0087,0,0,0.5,0.0143,0,0,1,68.1609,18,4,147,13362.9443,421,yes
0,0,1,0,0.0338,0,0,0.125,0.0855,0.08333,0.0667,0.125,84.9111,93,68,103,669.7727,524,yes
0,0,1,0,0.0133,0.06667,0,0.0909,0.0652,0.06667,0.0476,0.1,104.8431,106,73,135,494.08,619,yes
0.766667,0.043103,0.017241,5,0.001,0.07143,0,0.0714,0.0018,0.07143,0,0.1429,77.7586,121,11,140,131136.5565,2583,yes
1.15847,0.302177,0.262484,236,0.0048,0,0,0.2,0.0197,0,0,0.3333,99.9104,113,13,165,18665.0013,32,yes
3.315789,0.256219,0.154229,309,0.0043,0,0,0.3333,0.0168,0,0,0.5,82.3333,39,5,165,26612.3925,527,yes
22.652174,0.343366,0.106931,867,0.0029,0,0,0.5,0.0243,0,0,1,57.7588,62,2,161,6813.5016,280,yes
0.996078,0.639978,0.186275,1175,0.0087,0,0,0.5,0.0203,0,0,0.5,89.7222,117,12,161,12481.4207,6238,yes
1.820276,0.650648,0.034325,1706,0.0018,0,0,0.9,0.005,0,0,1,49.7582,101,1,155,7485.0431,63,yes
0.936842,0.256702,0.176273,383,0.0184,0,0,1,0.0191,0,0,1,94.7158,70,16,225,12222.8907,943,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,0,0,yes
0.807692,0.018405,0.576687,3,0.0035,0,0,0.1667,0.0777,0.2,0,1,79.3558,39,17,144,56674.1049,1783,yes
0.541667,0.164794,0.041199,132,0.0198,0,0,1,0.0062,0,0,0.5,55.9738,83,3,169,10030.2237,2029,yes
0.802168,0.270903,0.123746,81,0.0064,0,0,0.1667,0.0093,0,0,0.1429,103.6823,97,20,167,23636.3289,127,yes
0,0,1,0,0.0722,0,0,0.25,0.1294,0.1,0.1,0.2,74.6,76,52,88,737134.25,65,yes
1.836735,0.357143,0.494048,60,0.0034,0,0,0.1,0.0326,0,0,0.1667,120.3333,138,18,147,97739.479,488,yes
0,0,0.654835,0,0.0337,0.04762,0,0.875,0.0813,0,0,1,103.1187,137,8,701,4151.6973,4,yes
1.964286,0.422196,0.157957,719,0.0097,0,0,1,0.0136,0,0,0.3333,106.2179,41,9,185,6897.0423,703,yes
0,0,1,0,0.0556,0.11111,0,0.1111,0.119,0.11111,0.1111,0.1429,87,79,71,109,826295.6667,66,yes
0.357214,0.534669,0.181818,347,0.0047,0,0,0.25,0.012,0,0,0.25,117.9353,53,13,292,9509.6204,4203,yes
0.785714,0.191011,0.179775,17,0.0044,0,0,0.25,0.0189,0,0,0.1429,68.0899,37,5,140,55162.0114,58019,yes
0.731658,0.157718,0.057047,47,0.0185,0,0,0.5,0.0049,0,0,0.1667,86.443,27,3,727,59209.7037,7805,yes
1.522388,0.5225,0.0645,1045,0.0014,0,0,0.3333,0.013,0,0,1,63.162,35,2,161,13455.3912,6687,yes
0.836098,0.019892,0.497288,11,0.0048,0,0,0.25,0.0486,0,0,1,90.7215,95,9,151,30403.0036,11541,yes
0,0,1,0,0.013,0,0,0.0625,0.0555,0.07143,0.0435,0.0714,121.7963,106,105,143,614.283,539,yes
0.867925,0.215054,0.569892,40,0.0097,0,0,0.25,0.054,0.0625,0,1,82.5376,100,15,177,28762.5297,169,yes
0.409091,0.116071,0.071429,13,0.0037,0,0,0.25,0.0239,0,0,1,61.1161,29,5,148,103926.3784,30747,yes
0.896552,0.310345,0.310345,9,0.0582,0,0,0.5,0.0277,0,0,0.1667,82.1034,24,18,155,269494.75,657,yes
0.679487,0.15165,0.602141,170,0.0092,0,0,0.5,0.0742,0,0,1,78.0116,48,3,161,28301.1223,25510,yes
0,0,1,0,0.0533,0,0,0.25,0.1148,0.1,0.0909,0.2,77.5806,80,54,86,100818.7667,62,yes
0.974359,0.071429,0.380952,3,0.0119,0,0,0.5,0.0878,0,0,0.5,88.1429,95,39,159,94665.2439,76308,yes
0.633166,0.419355,0.560484,104,0.0041,0,0,0.25,0.0637,0,0,1,95.2137,76,4,176,50449.413,622,yes
0.073529,0.095238,0.222222,12,0.0744,0.1,0,0.4,0.0407,0,0,1,71.2778,87,21,148,2360.344,14,yes
0.88584,0.112752,0.030372,542,0.0081,0,0,1,0.0043,0,0,1,78.5756,109,6,184,1603.8211,315,yes
0,0,1,0,0.0331,0.08333,0,0.125,0.0842,0.08333,0.0625,0.125,86.0909,81,70,104,685.6977,542,yes
0.788991,0.768392,0.683924,282,0.0116,0,0,0.0909,0.073,0.04762,0,0.25,84.0981,139,13,146,3164.1421,6,yes
0.316151,0.699346,0.457516,107,0.0037,0,0,0.1667,0.0927,0,0,0.5,68.8758,23,11,140,30668.5066,120,yes
1.21978,0.304636,0.519868,92,0.0311,0.05556,0,1,0.039,0.05556,0,1,82.4338,128,9,139,21536.103,14,yes
0.652174,0.268657,0.141791,72,0.0041,0,0,0.2,0.0138,0,0,0.5,78.3806,38,10,154,8050.4045,76278,yes
0.492754,0.105263,0.526316,2,0,0,0,0,0.0385,0.07692,0,0.125,97.7368,101,31,143,222354.4444,256,yes
0,0,1,0,0.1042,0.125,0,0.1667,0.1319,0.125,0.1111,0.1667,82,75,72,104,827459,65,yes
0.617647,0.302326,0.325581,13,0.0124,0.05556,0,0.1667,0.0399,0.05556,0,0.2,78.6977,115,18,140,24057.9524,5406,yes
0.824121,0.528014,0.155348,622,0.0136,0,0,0.5,0.0209,0,0,0.5,64.0985,38,4,173,16314.8921,386,yes
1.561983,0.365297,0.30137,80,0.0059,0,0,0.25,0.0314,0.04762,0,0.5,87.7991,139,11,150,75342.2752,165,yes
0.560606,0.20442,0.270718,37,0.0082,0,0,0.2,0.03,0,0,0.25,83.4862,127,15,143,26084.5611,14736,yes
0.808219,0.11792,0.083565,127,0.0016,0,0,0.25,0.0151,0,0,1,58.2182,125,3,155,62588.289,2671,yes
0.415584,0,0.709273,0,0.0093,0.2,0,0.6364,0.1542,0.4,0,0.6667,67.3509,112,5,160,117266.7714,87953,yes
0.863953,0.154589,0.674718,96,0.0377,0.28571,0,0.5,0.1075,0.07143,0,1,97.8084,112,13,191,44870.8419,6859,yes
0.608696,0.419608,0.231373,107,0.0387,0.04762,0,0.5,0.0246,0,0,0.5,90.4627,120,4,268,53947.1929,108,yes
0.954876,0.186441,0.40678,11,0.0215,0,0,0.25,0.0929,0,0,1,59.4576,15,15,140,275106.4828,3847,yes
0,0,1,0,0.0729,0.125,0,0.25,0.1172,0.125,0.0909,0.1429,80.75,79,67,106,238946.3636,65,yes
0,0,1,0,0.0804,0,0,0.25,0.114,0.11111,0.1,0.1667,80.3871,78,71,103,88912.6333,65,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,103,103,103,103,0,0,yes
0.763314,0.306859,0.400722,85,0.0009,0,0,0.25,0.0713,0.2,0,0.5,92.7762,43,3,147,27508.0543,54,yes
1.033333,0.607595,0.316456,48,0.0175,0.08333,0,0.125,0.037,0.08333,0,0.3333,70.6835,91,7,132,176790.2179,81590,yes
1.36036,0.489911,0.066182,607,0.0118,0,0,0.6,0.0058,0,0,0.25,88.4633,25,9,146,29458.7964,19,yes
0.133333,0.400943,0.207547,85,0.0785,0.09091,0,0.6,0.0158,0,0,0.1667,127.6557,138,16,167,36066.8199,9211,yes
1,0.341463,0.195122,14,0.0133,0,0,0.25,0.0181,0,0,0.1667,79.878,34,21,152,157700.4,48,yes
1.175342,0.339593,0.294992,868,0.0042,0,0,0.8462,0.0229,0.05882,0,0.5,88.6013,138,3,172,2253.937,90,yes
0.887574,0.408276,0.042759,296,0.0016,0,0,0.1667,0.0057,0,0,0.5,76.1517,138,5,158,25474.9282,465,yes
0.03125,0,0.166667,0,0.2534,0.2,0.1111,0.6667,0.0111,0,0,0.0667,61.1667,49,33,136,15,6,yes
0.678161,0.096154,0.769231,5,0.0039,0,0,0.0714,0.1058,0.08333,0,0.2857,95.8654,99,21,144,228355.7843,312344,yes
0.885714,0.330396,0.167401,75,0.0363,0,0,0.3636,0.0252,0,0,1,73.9207,33,12,174,51434.3319,15,yes
1.652174,0.434168,0.229597,399,0.0068,0,0,0.25,0.0192,0,0,0.5,97.7225,94,3,217,9528.2702,68030,yes
0.375246,0,0.592593,0,0.0067,0,0,0.125,0.0517,0.07143,0,0.2,108.3704,97,45,156,323323.9434,172639,yes
0.798913,0.502088,0.057501,1563,0.0102,0,0,1,0.0102,0,0,1,59.1915,41,3,180,3437.9415,233,yes
0.850746,0,0.97931,0,0.0016,0,0,0.5,0.092,0.09091,0,0.2,85.8138,124,10,243,36625.6313,201,yes
0,0,1,0,0.0778,0,0,0.1667,0.12,0.1,0.1,0.1667,85,80,70,109,624509,64,yes
0,0.011834,0.911243,2,0.1096,0.11111,0,0.25,0.0559,0.05556,0,0.1667,121.5266,123,20,140,14880.7738,1837,yes
0.933333,0.491861,0.045315,1118,0.013,0,0,1,0.0088,0,0,1,58.1175,59,3,153,6490.0502,1331,yes
0.756098,0,0.409091,0,0.0188,0,0,0.1667,0.0459,0.25,0,0.25,73.5909,58,15,139,311463.1905,3328,yes
0.390374,0.072917,0.28125,7,0.0111,0,0,0.1333,0.0178,0.04167,0,0.125,99.5833,139,14,149,181022.5895,198038,yes
1.285714,0.690722,0.061856,67,0.0006,0,0,0.0556,0.0054,0,0,0.25,513.0825,781,39,1022,51694.3438,324,yes
0.642857,0.673469,0.122449,33,0.016,0,0,0.3333,0.0338,0,0,1,60,59,17,143,27007.6042,66,yes
0.707317,0.137255,0.058824,7,0,0,0,0,0.0041,0,0,0.0769,72.3137,104,12,150,288978.66,6822,yes
0.052632,0.075269,0.258065,7,0.0626,0,0,0.375,0.0373,0.2,0,0.2,77.1828,43,13,146,3067.6413,4,yes
0.782051,0.189342,0.055556,167,0.0129,0.5,0,0.6,0.0043,0,0,0.5,64.373,20,6,147,16514.0522,67713,yes
0.915663,0.420947,0.097398,631,0.0084,0,0,1,0.0184,0,0,1,61.4256,75,2,155,7928.5661,4178,yes
0.5,0.09465,0.1262,69,0.0075,0,0,0.25,0.0141,0,0,0.5,68.6173,42,4,183,23158.7404,44558,yes
3.524272,0.46831,0.130785,931,0.0104,0,0,1,0.0146,0.07692,0,1,70.419,83,5,183,7189.9029,974,yes
1.247934,0.46735,0.094981,866,0.0037,0,0,0.5,0.0119,0,0,1,77.5953,112,5,177,28558.3126,423,yes
0.257143,0.092593,0.074074,5,0.0021,0,0,0.1111,0.0243,0,0,1,60.5185,56,13,140,114305.0566,288658,yes
0.444444,0.227451,0.298039,58,0.0137,0,0,0.6667,0.0496,0,0,1,75.7098,7,4,345,62586.0984,11,yes
1.027488,0.458121,0.358151,1526,0.0165,0,0,1,0.039,0,0,1,84.1759,87,3,703,2545.4153,174,yes
0.904762,0.029412,0.058824,2,0.0093,0,0,0.1818,0.007,0,0,0.2,81.6324,106,19,139,50767.791,49452,yes
1.561644,0.427504,0.080717,286,0.008,0,0,0.3333,0.0085,0,0,0.3333,75.3483,89,5,175,3353.8428,3322,yes
0.817073,0.324638,0.042512,336,0.0088,0,0,1,0.0037,0,0,0.5,82.485,88,4,160,14837.9632,36718,yes
0.648649,0.27619,0.561905,29,0.0035,0,0,0.25,0.0527,0.1,0,0.3333,87.7429,71,27,139,129995.6442,644053,yes
1,0.45045,0.011261,200,0.0008,0,0,0.2857,0.0011,0,0,0.1429,74.7545,162,2,162,30448.7494,24630,yes
0.05,0,0.291667,0,0.0984,0.125,0,0.2,0.0477,0.125,0,0.2,68.4583,55,26,148,937.4348,11,yes
1.317365,0.32375,0.020156,2072,0.015,0,0,0.6667,0.0032,0,0,1,70.1302,43,1,150,1590.0202,825429,yes
0.844311,0.197368,0.467105,30,0.0118,0,0,0.2667,0.0429,0.2,0,0.3333,92.8224,42,28,140,169072.702,10434,yes
1.372549,0.552875,0.028652,2933,0.0061,0,0,1,0.0044,0,0,1,60.1762,127,4,431,2151.7174,166,yes
0.699405,0.19469,0.557522,22,0.0175,0,0,0.5,0.0432,0.2,0,0.25,95.7611,60,23,143,129889.1518,11517,yes
0.344828,0.365854,0.121951,15,0.0342,0,0,1,0.0681,0,0,1,47.5854,12,3,129,268773.15,1498,yes
0.952941,0.286325,0.041667,268,0.0037,0,0,0.5,0.0041,0,0,0.2,99.2639,109,3,175,18895.5187,29785,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,104,104,104,104,0,0,yes
1.585492,0.428456,0.198868,530,0.0088,0,0,0.5,0.0143,0,0,0.3333,114.1795,81,11,150,10294.1812,8341,yes
0,0,1,0,0.0813,0.11111,0,0.125,0.1278,0.11111,0.1111,0.2,77.2857,83,50,88,484430.6667,36874,yes
0.716107,0.34873,0.41455,302,0.0319,0,0,0.5,0.0354,0.05263,0,1,93.7252,140,11,172,47528.5491,15363,yes
0.217391,0.411765,0.141176,35,0,0,0,0,0.0687,0,0,1,55.4235,138,16,140,112852.119,158745,yes
0.597345,0.196721,0.54918,24,0.025,0,0,0.3333,0.0528,0,0,0.25,86.5082,38,18,144,104894.3471,4757,yes
0.246377,0.137931,0.051724,8,0.0025,0,0,0.1429,0.0085,0,0,0.25,51.1207,72,8,140,65421.8596,17562,yes
0.941176,0.117021,0.042553,11,0.0053,0,0,0.5,0.0098,0,0,0.5,62.0745,72,12,140,212028.5699,268276,yes
0.096774,0.022727,0.306818,2,0.066,0,0,0.5,0.044,0.11111,0,0.2,70.25,56,18,150,2952.5172,36118,yes
0.472727,0.0625,0.1875,1,0.0089,0,0,0.1429,0.0231,0,0,0.1429,76.9375,25,25,135,830040.7333,1458417,yes
0,0,1,0,0.037,0.11111,0,0.1111,0.1407,0.11111,0.1111,0.2,70,79,50,81,1474797,2949530,yes
1.3,0.431412,0.135552,1063,0.01,0.125,0,0.6667,0.0198,0,0,1,79.5235,56,1,150,13465.9436,751,yes
0.834951,0.387273,0.287273,213,0.0178,0,0,0.5,0.0201,0,0,0.3333,119.36,87,17,213,25448.0128,6599,yes
0.333333,0,0.333333,0,0.0196,0,0,0.0588,0.0392,0,0,0.1176,85.3333,48,48,129,499061.5,837630,yes
0,0,1,0,0.0797,0,0,0.25,0.114,0.125,0.0909,0.2,79.1613,74,51,89,98111.3333,63,yes
0.69863,0.030928,0.890722,15,0.0079,0,0,0.3333,0.1067,0.1,0,0.5,73.8268,63,14,158,75237.1901,941,yes
0.740812,0.196809,0.534574,74,0.0093,0,0,0.5,0.0687,0.08333,0,1,83.2899,95,8,187,44898.0587,737,yes
0.538462,0,0.940299,0,0.0012,0,0,0.0833,0.1287,0.33333,0,0.3333,69.5672,86,33,140,127931.3485,33,yes
0.266667,0.037037,0.37037,1,0.0526,0,0,0.25,0.0555,0,0,0.25,76.4815,136,23,155,3213.5385,8,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,105,105,105,105,0,0,yes
0.923954,0.458929,0.807143,257,0.0277,0,0,0.5,0.0897,0.2,0,0.5,73.9732,41,12,144,4576.6243,59,yes
1.863636,0.050314,0.106918,8,0.0009,0,0,0.0909,0.0081,0,0,0.0909,67.1069,39,7,140,128742.519,23236,yes
0,0.038168,0.274809,5,0.0595,0.05,0,0.25,0.042,0,0,0.25,69.374,133,20,144,2238.6308,17,yes
0.888889,0.4,0.090909,22,0.0036,0,0,0.2,0.0108,0,0,0.25,75.1091,28,21,165,112048.2778,18238,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,102,102,102,102,0,0,yes
0.710563,0.094488,0.354331,12,0.0432,0.08333,0,0.3333,0.05,0.08333,0,0.3333,74.3622,89,11,140,61800.1429,3532,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,107,107,107,107,0,0,yes
1.086957,0,0.992866,0,0.0061,0,0,0.4,0.133,0.07692,0,0.5,79.2062,81,11,220,3650.2291,437,yes
1.180751,0.293718,0.295416,346,0.0054,0,0,0.25,0.029,0.07692,0,0.5,82.4219,94,10,289,10419.3781,29866,yes
0.609195,0.006329,0.905063,1,0,0,0,0,0.0985,0.11111,0,1,82.7089,71,19,134,12076.4841,1947,yes
0,0,1,0,0.0581,0.125,0,0.125,0.122,0.125,0.1,0.125,74.6822,74,68,82,88.9062,139,yes
0.668508,0.053333,0.213333,12,0.0022,0,0,0.25,0.0301,0,0,1,43.0667,26,7,151,99814.6518,2463,yes
1.028571,0.309524,0.091575,169,0.0006,0,0,0.087,0.0103,0,0,0.3333,65.3919,62,4,144,16520.6862,5204,yes
0,0,1,0,0.1429,0.14286,0.1429,0.1429,0.1429,0.14286,0.1429,0.1429,69,69,69,69,0,0,yes
0,0,1,0,0.0603,0,0,0.25,0.1123,0.11111,0.0909,0.125,80.2581,78,69,110,88190.7,64,yes
1.631579,0.669937,0.087217,2458,0.001,0,0,0.1667,0.008,0,0,0.5,81.9801,133,9,378,10916.6238,257,yes
1.442308,0.512894,0.088825,179,0.0516,0,0,1,0.0108,0.04545,0,0.3333,82.6791,131,12,140,4568.7644,18585,yes
0.485714,0.130435,0.076087,12,0.0246,0,0,0.3333,0.0105,0,0,0.1667,39.1848,37,4,97,100773.5385,33342,yes
1,0.086957,0.043478,2,0.0043,0,0,0.1,0.0043,0,0,0.1,58.5217,34,13,139,423413.5,183687,yes
0.35,0.163265,0.193878,16,0,0,0,0,0.0181,0,0,0.3333,126.7041,146,12,179,58098.1649,91079,yes
0,0,1,0,0.1667,0.16667,0.1667,0.1667,0.1667,0.16667,0.1667,0.1667,106,106,106,106,0,0,yes
0.499746,0,0.562914,0,0.0022,0,0,0.2,0.0819,0.2,0,1,74.1457,70,9,140,253665.8533,466,yes
1,0,0.25,0,0.0156,0,0,0.125,0.0573,0.33333,0,0.3333,52,38,24,79,1330750,297,yes
0.6,0.337662,0.285714,26,0.0012,0,0,0.0909,0.0223,0,0,0.25,106.4026,41,24,148,69485.7632,503,yes
0.9319,0.389408,0.211838,375,0.0075,0,0,0.2857,0.023,0,0,0.3333,84.1506,128,5,151,25571.657,82024,yes
1.391481,0.592023,0.063248,1039,0.0071,0,0,0.5,0.0054,0,0,0.25,76.6906,88,8,148,12517.675,41367,yes
1.419048,0.400621,0.242236,258,0.009,0,0,0.25,0.0219,0,0,0.5,89.6025,69,2,154,13156.2177,1510,yes
0.150943,0,0.7,0,0.0062,0,0,0.0909,0.0509,0.09091,0,0.0909,89.1667,86,23,140,169853.7241,2107,yes
0.418033,0.073593,0.458874,17,0.0445,0.16667,0,0.5,0.0747,0,0,1,72.7013,28,3,154,80704.7348,681,yes
0.413655,0.074341,0.118305,93,0.0013,0,0,0.2,0.0128,0,0,1,77.5444,140,2,156,11695.4304,3,yes
0.711111,0.450102,0.0611,221,0.0031,0,0,0.2,0.0057,0,0,0.25,99.9063,127,9,144,30633.0163,36368,yes
